split,group,n_enhancers,n_valid_targets_mean,pearson_mean,pearson_median,gt_0.4,gt_0.5,gt_0.6
validation,pan_ALL,3000,190.0,0.21952396590051793,0.22802971669123268,66,1,0
validation,pan_BRCA,3000,63.0,0.2596043585699326,0.27587503388557355,626,152,8
validation,pan_LUAD,3000,63.0,0.1598210677283498,0.1621342690673659,149,18,0
validation,pan_SKCM,3000,64.0,0.2737976039765407,0.28481955239824364,650,143,9
validation,specific_ALL,3000,190.0,0.02180490088794508,0.019952962064046308,0,0,0
validation,specific_BRCA,3000,63.0,0.045149237852211296,0.0444494812192955,152,23,0
validation,specific_LUAD,3000,63.0,-0.020510431554033665,-0.02025803115786603,23,3,0
validation,specific_SKCM,3000,64.0,0.046549201356866944,0.04841552880591811,146,35,1
validation,fused_ALL,3000,190.0,0.21952396590051793,0.22802971669123268,66,1,0
validation,fused_BRCA,3000,63.0,0.2596043585699326,0.27587503388557355,626,152,8
validation,fused_LUAD,3000,63.0,0.1598210677283498,0.1621342690673659,149,18,0
validation,fused_SKCM,3000,64.0,0.2737976039765407,0.28481955239824364,650,143,9
test,pan_ALL,3000,191.0,0.19516688393408302,0.1967337462021709,54,2,0
test,pan_BRCA,3000,64.0,0.2237178479199568,0.23605592112988455,422,108,10
test,pan_LUAD,3000,63.0,0.19108098895028855,0.19612368490137172,247,61,7
test,pan_SKCM,3000,64.0,0.20242481463385675,0.21463076983671264,211,26,1
test,specific_ALL,3000,191.0,0.01274348374023999,0.01578322643639264,1,0,0
test,specific_BRCA,3000,64.0,0.03370146659912413,0.03887679143509866,106,20,1
test,specific_LUAD,3000,63.0,-0.026485699355787668,-0.02852050368713019,26,2,0
test,specific_SKCM,3000,64.0,0.0331181613265012,0.03499354260633711,40,5,1
test,fused_ALL,3000,191.0,0.19516688393408302,0.1967337462021709,54,2,0
test,fused_BRCA,3000,64.0,0.2237178479199568,0.23605592112988455,422,108,10
test,fused_LUAD,3000,63.0,0.19108098895028855,0.19612368490137172,247,61,7
test,fused_SKCM,3000,64.0,0.20242481463385675,0.21463076983671264,211,26,1
