split,group,n_enhancers,n_valid_targets_mean,pearson_mean,pearson_median,gt_0.4,gt_0.5,gt_0.6
validation,pan_ALL,3000,190.0,0.2351079771990064,0.239426879382792,137,12,0
validation,pan_BRCA,3000,63.0,0.2772115776896672,0.29412660885683517,736,190,12
validation,pan_LUAD,3000,63.0,0.1816149401154017,0.18480487968738135,213,38,1
validation,pan_SKCM,3000,64.0,0.27475561569944107,0.2900119819182374,647,156,15
validation,specific_ALL,3000,190.0,-0.05739144099666311,-0.048905757562275845,0,0,0
validation,specific_BRCA,3000,63.0,-0.10553658637355212,-0.12153972033960511,23,5,0
validation,specific_LUAD,3000,63.0,0.06169074289874084,0.060475031097905516,57,4,0
validation,specific_SKCM,3000,64.0,-0.08580004810318129,-0.09741474354298296,17,1,0
validation,fused_ALL,3000,190.0,0.2351079771990064,0.239426879382792,137,12,0
validation,fused_BRCA,3000,63.0,0.2772115776896672,0.29412660885683517,736,190,12
validation,fused_LUAD,3000,63.0,0.1816149401154017,0.18480487968738135,213,38,1
validation,fused_SKCM,3000,64.0,0.27475561569944107,0.2900119819182374,647,156,15
test,pan_ALL,3000,191.0,0.21387601685855015,0.2168228627307131,94,6,0
test,pan_BRCA,3000,64.0,0.22236830029405216,0.23363811746637836,402,99,8
test,pan_LUAD,3000,63.0,0.22502317159184157,0.23483078465643592,355,88,8
test,pan_SKCM,3000,64.0,0.20976193386524786,0.2221155074216534,250,51,2
test,specific_ALL,3000,191.0,-0.02197529980160694,-0.029505770573537662,0,0,0
test,specific_BRCA,3000,64.0,-0.07202560966268552,-0.07580678085527945,22,5,0
test,specific_LUAD,3000,63.0,0.08939231363377777,0.08711601375090998,145,35,0
test,specific_SKCM,3000,64.0,-0.05123664658425091,-0.058247317933591856,8,0,0
test,fused_ALL,3000,191.0,0.21387601685855015,0.2168228627307131,94,6,0
test,fused_BRCA,3000,64.0,0.22236830029405216,0.23363811746637836,402,99,8
test,fused_LUAD,3000,63.0,0.22502317159184157,0.23483078465643592,355,88,8
test,fused_SKCM,3000,64.0,0.20976193386524786,0.2221155074216534,250,51,2
