split,group,n_enhancers,n_valid_targets_mean,pearson_mean,pearson_median,gt_0.4,gt_0.5,gt_0.6
validation,pan_ALL,3000,190.0,0.23445550091129425,0.23956808712549565,117,3,0
validation,pan_BRCA,3000,63.0,0.27609190067885225,0.29208250854417905,700,193,12
validation,pan_LUAD,3000,63.0,0.23373951937191556,0.241284006483293,399,74,2
validation,pan_SKCM,3000,64.0,0.2630998047491416,0.276593378577349,545,136,4
validation,specific_ALL,3000,190.0,0.24725221844692752,0.2539177480556047,124,2,0
validation,specific_BRCA,3000,63.0,0.2850868417152383,0.3027981328575369,762,201,19
validation,specific_LUAD,3000,63.0,0.23314647837087485,0.24149797704268278,344,54,3
validation,specific_SKCM,3000,64.0,0.2617895214127685,0.27651719073042524,556,136,6
validation,fused_ALL,3000,190.0,0.24580137167158925,0.25159986030322884,130,1,0
validation,fused_BRCA,3000,63.0,0.29008779218755393,0.30585735695037763,781,221,19
validation,fused_LUAD,3000,63.0,0.24070794239378537,0.24949295438256525,398,68,4
validation,fused_SKCM,3000,64.0,0.2635611790675958,0.278110654386753,558,137,5
test,pan_ALL,3000,191.0,0.21462980013891042,0.21724263918349104,68,1,0
test,pan_BRCA,3000,64.0,0.20753950236392663,0.21382106256951283,336,82,6
test,pan_LUAD,3000,63.0,0.24393315223969717,0.2547266292436966,487,100,7
test,pan_SKCM,3000,64.0,0.21618413878994427,0.22645202931880687,270,39,0
test,specific_ALL,3000,191.0,0.2302971950727524,0.23182099311459986,85,2,0
test,specific_BRCA,3000,64.0,0.2232878764925094,0.22682294853813673,374,88,11
test,specific_LUAD,3000,63.0,0.255926283290002,0.2629008579711539,494,87,7
test,specific_SKCM,3000,64.0,0.2162368972502699,0.226830387161343,258,37,0
test,fused_ALL,3000,191.0,0.2276095560709579,0.23056451147403556,80,1,0
test,fused_BRCA,3000,64.0,0.2213445596316823,0.22612003972138794,375,92,11
test,fused_LUAD,3000,63.0,0.2577725718093116,0.26647230743757155,514,103,8
test,fused_SKCM,3000,64.0,0.21704109215791587,0.22772578865639037,266,41,0
