split,group,n_enhancers,n_valid_targets_mean,pearson_mean,pearson_median,gt_0.4,gt_0.5,gt_0.6
validation,pan_ALL,3000,190.0,0.25591722181889487,0.26161015201691085,215,20,0
validation,pan_BRCA,3000,63.0,0.2906968589371038,0.3033223905408645,844,303,35
validation,pan_LUAD,3000,63.0,0.23977452441107577,0.2507347402242921,405,77,4
validation,pan_SKCM,3000,64.0,0.28543151410804796,0.2986026979706856,758,234,32
validation,specific_ALL,3000,190.0,-0.024896255863048763,-0.022004622508007516,0,0,0
validation,specific_BRCA,3000,63.0,-0.06902208463012394,-0.07188298369110102,52,10,0
validation,specific_LUAD,3000,63.0,7.834664767137057e-05,-0.005287805741519982,46,5,0
validation,specific_SKCM,3000,64.0,-0.004102363724498388,0.003907871632903978,63,13,2
validation,fused_ALL,3000,190.0,0.25591722181889487,0.26161015201691085,215,20,0
validation,fused_BRCA,3000,63.0,0.2906968589371038,0.3033223905408645,844,303,35
validation,fused_LUAD,3000,63.0,0.23977452441107577,0.2507347402242921,405,77,4
validation,fused_SKCM,3000,64.0,0.28543151410804796,0.2986026979706856,758,234,32
test,pan_ALL,3000,191.0,0.23476476431993576,0.2369898581214953,129,13,0
test,pan_BRCA,3000,64.0,0.2130170714640546,0.21735100689644088,379,84,9
test,pan_LUAD,3000,63.0,0.23929839723789412,0.2423189816126865,413,103,10
test,pan_SKCM,3000,64.0,0.24513349923539712,0.256955706522225,426,94,10
test,specific_ALL,3000,191.0,-0.001012506415825317,-0.00084932173791465,0,0,0
test,specific_BRCA,3000,64.0,-0.02486678865925744,-0.03357748090307665,45,11,0
test,specific_LUAD,3000,63.0,0.0012871816154142947,0.004154140922264049,54,8,0
test,specific_SKCM,3000,64.0,0.0031173420294035507,0.009286103215807619,34,4,0
test,fused_ALL,3000,191.0,0.23476476431993576,0.2369898581214953,129,13,0
test,fused_BRCA,3000,64.0,0.2130170714640546,0.21735100689644088,379,84,9
test,fused_LUAD,3000,63.0,0.23929839723789412,0.2423189816126865,413,103,10
test,fused_SKCM,3000,64.0,0.24513349923539712,0.256955706522225,426,94,10
