split,group,n_enhancers,n_valid_targets_mean,pearson_mean,pearson_median,gt_0.4,gt_0.5,gt_0.6
validation,pan_ALL,3000,190.0,0.24909728955070196,0.2565480004487233,164,7,0
validation,pan_BRCA,3000,63.0,0.293441761768187,0.30651663077399627,857,303,35
validation,pan_LUAD,3000,63.0,0.22604550617504868,0.2350118979097155,348,56,1
validation,pan_SKCM,3000,64.0,0.2748062977658907,0.28915289239889136,654,187,21
validation,specific_ALL,3000,190.0,0.25867005037911556,0.26410059342559755,197,4,0
validation,specific_BRCA,3000,63.0,0.29836622780018546,0.31519378625007133,895,272,24
validation,specific_LUAD,3000,63.0,0.22869142655661281,0.23265957401059395,347,59,2
validation,specific_SKCM,3000,64.0,0.2727049484773931,0.2865415830621491,646,183,21
validation,fused_ALL,3000,190.0,0.26013868078692076,0.26682470064104336,192,6,0
validation,fused_BRCA,3000,63.0,0.3069758059243122,0.3199312547247338,946,318,29
validation,fused_LUAD,3000,63.0,0.23533090859056566,0.2408351931750721,367,63,3
validation,fused_SKCM,3000,64.0,0.27552117262017195,0.2901524982096697,658,192,20
test,pan_ALL,3000,191.0,0.21289846366959292,0.21466892319562217,60,1,0
test,pan_BRCA,3000,64.0,0.19381686851764068,0.1995666512491161,300,69,8
test,pan_LUAD,3000,63.0,0.22566467014033925,0.2355969762797835,339,69,5
test,pan_SKCM,3000,64.0,0.21713720286924376,0.22559916447624656,251,23,1
test,specific_ALL,3000,191.0,0.2289040888487125,0.2307673377064245,83,5,0
test,specific_BRCA,3000,64.0,0.2208992218205082,0.22561500744046148,376,88,15
test,specific_LUAD,3000,63.0,0.23258090586265304,0.2401583529141405,335,53,5
test,specific_SKCM,3000,64.0,0.21930247291163482,0.2265957241722266,245,26,0
test,fused_ALL,3000,191.0,0.22704738412576064,0.22932458196668976,79,2,0
test,fused_BRCA,3000,64.0,0.21450822871950542,0.22149087569915646,351,90,11
test,fused_LUAD,3000,63.0,0.2378437689735574,0.24656376391109594,351,69,6
test,fused_SKCM,3000,64.0,0.21966097156706463,0.22769989227565168,252,24,0
